Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBucket,PromotionGapRatio,IncomePerJobLevel,AttritionRiskScore,RiskTier
48,0,Travel_Frequently,672,Research & Development,7,1,Life Sciences,4,Female,86,4,3,Human Resources,3,Single,14105,6209,8,Yes,15,3,4,3,19,1,1,19,9,14,11,10+yrs,0.7,4701.666666666667,0.11666666666666667,Low
23,0,Travel_Frequently,732,Research & Development,23,3,Human Resources,4,Male,67,1,4,Research Director,1,Single,4262,22050,1,No,17,3,1,1,13,0,3,11,8,7,9,10+yrs,0.5833333333333334,1065.5,0.25,Low
32,1,Travel_Rarely,1489,Sales,6,4,Other,3,Female,62,3,3,Sales Executive,3,Divorced,4341,18619,7,No,15,3,1,2,25,1,1,24,3,21,4,10+yrs,0.84,1447.0,0.8533333333333334,High
28,0,Non-Travel,1026,Sales,20,4,Life Sciences,1,Female,75,1,2,Research Director,1,Married,19613,8693,5,No,19,3,1,3,0,0,4,0,0,0,0,0-2yrs,0.0,9806.5,0.1,Low
43,0,Travel_Rarely,650,Human Resources,14,3,Life Sciences,2,Female,59,1,3,Laboratory Technician,2,Divorced,5197,14272,6,No,13,3,4,0,21,2,3,18,2,12,4,10+yrs,0.631578947368421,1732.3333333333333,0.12666666666666668,Low
51,0,Travel_Rarely,762,Sales,24,4,Other,2,Male,60,2,3,Sales Executive,3,Single,11396,14635,3,No,24,3,1,3,24,0,2,20,2,19,4,10+yrs,0.9047619047619048,3798.6666666666665,0.12333333333333334,Low
21,0,Travel_Rarely,224,Research & Development,2,4,Life Sciences,1,Female,50,4,4,Human Resources,3,Divorced,4812,3181,5,Yes,24,3,4,1,26,1,4,22,7,13,14,10+yrs,0.5652173913043478,1203.0,0.11,Low
43,0,Travel_Frequently,641,Research & Development,23,3,Marketing,1,Female,43,2,4,Laboratory Technician,1,Divorced,3355,24717,2,No,15,4,4,1,3,4,3,3,3,3,3,3-5yrs,0.75,838.75,0.08,Low
27,0,Travel_Rarely,913,Sales,7,2,Other,2,Male,43,3,2,Manager,4,Divorced,1017,21695,4,No,14,3,4,0,24,5,3,24,6,19,9,10+yrs,0.76,508.5,0.21333333333333335,Low
21,0,Travel_Rarely,129,Research & Development,26,3,Life Sciences,2,Male,75,3,4,Sales Executive,2,Married,1304,15385,2,No,18,3,3,2,11,5,1,9,9,8,8,6-10yrs,0.8,326.0,0.33666666666666667,Medium
35,0,Travel_Rarely,1387,Sales,11,4,Technical Degree,3,Male,88,4,4,Research Scientist,4,Married,10001,19883,3,No,20,3,3,2,12,3,3,8,4,2,8,6-10yrs,0.2222222222222222,2500.25,0.023333333333333334,Low
42,0,Travel_Rarely,821,Sales,1,3,Marketing,3,Male,59,2,1,Research Director,3,Married,9246,4728,3,No,20,3,3,0,10,3,3,8,1,4,8,6-10yrs,0.4444444444444444,9246.0,0.11666666666666667,Low
26,0,Travel_Frequently,1201,Research & Development,15,2,Marketing,2,Female,36,1,3,Manager,3,Married,1740,26432,7,No,11,3,3,2,17,5,4,15,3,11,0,10+yrs,0.6875,580.0,0.09,Low
34,0,Non-Travel,485,Human Resources,2,1,Other,2,Male,72,4,1,Human Resources,3,Single,7642,18009,5,Yes,20,3,4,0,20,3,2,16,7,10,5,10+yrs,0.5882352941176471,7642.0,0.11333333333333333,Low
58,0,Travel_Rarely,1270,Sales,8,1,Technical Degree,3,Female,93,2,2,Research Scientist,4,Single,6185,25457,5,No,11,3,2,1,14,0,3,11,11,4,1,10+yrs,0.3333333333333333,3092.5,0.04666666666666667,Low
32,0,Travel_Frequently,613,Sales,21,2,Medical,1,Female,66,1,1,Human Resources,1,Married,11855,23605,2,No,15,3,4,2,5,5,2,1,1,0,1,0-2yrs,0.0,11855.0,0.12,Low
59,0,Travel_Rarely,1399,Human Resources,17,4,Other,1,Female,31,4,2,Research Director,3,Single,19901,16606,3,No,21,3,2,3,28,3,1,24,14,15,4,10+yrs,0.6,9950.5,0.38,Medium
53,1,Travel_Rarely,831,Sales,21,3,Technical Degree,4,Female,35,4,3,Human Resources,1,Single,14141,9208,4,Yes,23,3,1,0,9,3,1,5,5,1,4,3-5yrs,0.16666666666666666,4713.666666666667,0.84,High
33,0,Travel_Rarely,991,Research & Development,26,1,Life Sciences,1,Female,66,1,2,Sales Executive,2,Single,18449,19150,7,Yes,19,3,4,1,4,0,4,2,2,1,2,0-2yrs,0.3333333333333333,9224.5,0.07,Low
42,0,Non-Travel,385,Research & Development,14,4,Marketing,1,Female,90,4,1,Sales Executive,4,Married,4652,14806,1,Yes,13,3,3,1,15,2,3,14,9,14,3,10+yrs,0.9333333333333333,4652.0,0.11666666666666667,Low
47,0,Travel_Rarely,1492,Research & Development,16,2,Medical,3,Female,34,3,2,Healthcare Representative,4,Divorced,5086,12237,0,No,20,3,1,2,10,2,2,10,10,8,10,6-10yrs,0.7272727272727273,2543.0,0.08666666666666667,Low
37,0,Travel_Frequently,369,Research & Development,2,2,Technical Degree,3,Male,82,2,3,Research Scientist,2,Married,15265,19784,4,No,11,4,1,3,18,4,3,15,10,9,6,10+yrs,0.5625,5088.333333333333,0.10333333333333333,Low
35,0,Travel_Rarely,146,Research & Development,9,4,Other,1,Female,84,3,4,Sales Executive,2,Single,6890,24211,7,No,14,3,1,2,22,2,1,21,12,16,2,10+yrs,0.7272727272727273,1722.5,0.4166666666666667,Medium
31,0,Non-Travel,715,Sales,22,2,Life Sciences,4,Male,33,1,1,Research Director,3,Married,17126,6284,6,No,12,3,3,3,2,2,1,2,2,0,2,0-2yrs,0.0,17126.0,0.04,Low
23,0,Travel_Rarely,1268,Human Resources,2,3,Human Resources,1,Female,44,1,2,Sales Representative,2,Married,9810,15820,7,No,24,3,4,1,11,4,3,7,0,3,7,6-10yrs,0.375,4905.0,0.07333333333333333,Low
19,0,Non-Travel,1389,Human Resources,11,4,Other,3,Male,30,1,1,Research Director,1,Married,4815,21461,3,No,16,4,2,2,14,0,3,12,5,4,12,10+yrs,0.3076923076923077,4815.0,0.21,Low
32,1,Travel_Frequently,1299,Research & Development,4,3,Other,3,Male,69,1,1,Human Resources,2,Married,17043,10138,2,Yes,18,3,1,1,21,4,4,19,13,14,13,10+yrs,0.7,17043.0,0.2866666666666667,Low
51,0,Travel_Rarely,874,Research & Development,25,3,Technical Degree,4,Female,42,3,1,Research Scientist,2,Married,11458,10547,5,No,22,3,4,3,18,0,4,15,3,15,2,10+yrs,0.9375,11458.0,0.19,Low
27,0,Travel_Frequently,1383,Research & Development,17,2,Medical,3,Female,94,4,4,Research Director,3,Single,16250,2237,0,No,24,3,3,0,10,1,2,9,7,9,9,6-10yrs,0.9,4062.5,0.17333333333333334,Low
25,0,Travel_Frequently,788,Research & Development,19,4,Life Sciences,3,Male,36,2,4,Sales Executive,4,Divorced,9592,10077,8,Yes,24,3,3,3,19,2,4,15,7,11,3,10+yrs,0.6875,2398.0,0.41333333333333333,Medium
31,0,Travel_Rarely,769,Sales,20,1,Other,1,Female,75,1,3,Manufacturing Director,3,Married,3398,16661,6,No,13,3,1,2,26,1,2,24,8,20,6,10+yrs,0.8,1132.6666666666667,0.11333333333333333,Low
43,0,Travel_Rarely,353,Research & Development,7,2,Marketing,4,Male,85,2,2,Laboratory Technician,2,Single,13939,26287,4,No,16,3,3,3,14,0,4,12,12,4,0,10+yrs,0.3076923076923077,6969.5,0.09666666666666666,Low
27,0,Travel_Frequently,1202,Research & Development,2,4,Marketing,1,Male,42,3,4,Laboratory Technician,3,Single,3364,15135,1,Yes,16,3,2,2,23,2,1,22,8,17,3,10+yrs,0.7391304347826086,841.0,0.35333333333333333,Medium
27,0,Travel_Frequently,542,Research & Development,12,2,Human Resources,2,Female,47,4,2,Sales Representative,4,Divorced,13602,9270,2,No,22,3,1,1,22,4,1,19,0,12,4,10+yrs,0.6,6801.0,0.11,Low
22,0,Travel_Rarely,373,Research & Development,6,1,Human Resources,2,Male,85,3,3,Research Scientist,2,Married,8917,22296,8,No,15,3,2,1,8,1,1,7,3,2,7,6-10yrs,0.25,2972.3333333333335,0.06,Low
31,0,Non-Travel,617,Research & Development,10,2,Human Resources,2,Male,36,2,3,Research Director,2,Single,16039,6692,0,No,14,4,1,0,9,1,4,6,6,3,4,6-10yrs,0.42857142857142855,5346.333333333333,0.06,Low
27,0,Travel_Rarely,944,Research & Development,10,2,Other,3,Female,60,3,3,Research Director,1,Married,17531,6675,0,No,21,3,2,3,23,4,1,19,11,13,4,10+yrs,0.65,5843.666666666667,0.14,Low
52,0,Travel_Rarely,478,Research & Development,23,3,Other,1,Female,47,1,2,Manager,4,Married,8740,15031,3,No,17,4,4,0,5,5,4,5,5,0,4,3-5yrs,0.0,4370.0,0.02666666666666667,Low
56,0,Travel_Rarely,602,Human Resources,10,1,Medical,2,Female,30,2,2,Sales Executive,4,Divorced,17759,22385,2,No,21,3,4,3,10,3,3,8,8,1,3,6-10yrs,0.1111111111111111,8879.5,0.023333333333333334,Low
33,0,Travel_Rarely,562,Research & Development,5,2,Medical,2,Female,61,3,2,Manager,1,Married,3107,7311,6,No,16,3,3,2,8,3,1,5,3,4,5,3-5yrs,0.6666666666666666,1553.5,0.10666666666666667,Low
21,0,Travel_Rarely,934,Sales,28,4,Medical,3,Male,64,1,3,Manager,2,Divorced,3039,2382,0,No,17,3,4,0,16,4,4,15,1,9,3,10+yrs,0.5625,1013.0,0.07666666666666666,Low
21,1,Travel_Rarely,1099,Sales,2,1,Technical Degree,3,Female,54,1,3,Manufacturing Director,2,Married,19877,20091,7,No,11,3,4,3,7,0,1,7,7,5,4,6-10yrs,0.625,6625.666666666667,0.16,Low
31,0,Travel_Rarely,1045,Research & Development,6,4,Technical Degree,4,Male,86,4,2,Manufacturing Director,4,Divorced,11911,16682,7,No,11,3,1,0,18,5,1,16,8,9,7,10+yrs,0.5294117647058824,5955.5,0.11666666666666667,Low
37,0,Travel_Rarely,297,Research & Development,11,1,Other,1,Female,36,1,3,Healthcare Representative,1,Single,9563,19145,2,No,11,3,2,0,25,2,3,23,11,16,11,10+yrs,0.6666666666666666,3187.6666666666665,0.11666666666666667,Low
40,0,Travel_Frequently,585,Research & Development,2,2,Other,4,Male,60,1,1,Human Resources,1,Married,3957,11921,5,No,13,3,2,2,24,2,2,20,14,14,1,10+yrs,0.6666666666666666,3957.0,0.11333333333333333,Low
30,0,Travel_Rarely,1007,Sales,27,3,Human Resources,2,Male,42,3,2,Sales Executive,2,Divorced,6490,4961,6,No,15,3,3,0,27,3,2,23,2,14,5,10+yrs,0.5833333333333334,3245.0,0.3233333333333333,Low
32,0,Non-Travel,402,Sales,11,4,Life Sciences,2,Male,83,2,4,Healthcare Representative,3,Single,14036,10288,7,No,11,3,4,0,0,5,1,0,0,0,0,0-2yrs,0.0,3509.0,0.043333333333333335,Low
29,0,Travel_Rarely,197,Research & Development,23,2,Human Resources,3,Female,68,4,3,Laboratory Technician,1,Married,16612,13743,6,No,13,3,4,2,12,5,3,11,5,11,11,10+yrs,0.9166666666666666,5537.333333333333,0.1,Low
39,0,Travel_Rarely,550,Research & Development,4,1,Other,1,Female,79,4,3,Healthcare Representative,3,Married,18412,12832,8,No,22,4,1,3,5,4,1,5,5,0,5,3-5yrs,0.0,6137.333333333333,0.06,Low
47,0,Travel_Rarely,1050,Human Resources,16,4,Other,4,Male,37,4,4,Sales Executive,3,Divorced,8746,24226,1,No,22,3,3,0,26,2,1,22,5,15,13,10+yrs,0.6521739130434783,2186.5,0.13666666666666666,Low
19,0,Travel_Frequently,1029,Research & Development,4,4,Marketing,2,Female,61,2,3,Human Resources,4,Divorced,9640,7589,5,No,15,3,1,2,18,0,3,17,2,16,7,10+yrs,0.8888888888888888,3213.3333333333335,0.10666666666666667,Low
38,0,Travel_Rarely,281,Research & Development,7,3,Human Resources,4,Female,33,4,3,Healthcare Representative,1,Single,4102,9795,6,No,24,3,2,2,12,1,2,8,8,7,1,6-10yrs,0.7777777777777778,1367.3333333333333,0.056666666666666664,Low
45,0,Travel_Rarely,1047,Research & Development,12,1,Marketing,1,Female,52,2,2,Human Resources,1,Single,2578,6585,2,No,12,3,2,0,14,5,3,14,5,12,14,10+yrs,0.8,1289.0,0.09333333333333334,Low
46,0,Non-Travel,372,Sales,26,3,Life Sciences,4,Female,96,1,4,Research Scientist,1,Divorced,9319,16267,1,No,11,4,3,0,17,0,1,15,0,7,9,10+yrs,0.4375,2329.75,0.07333333333333333,Low
41,0,Travel_Frequently,1137,Research & Development,9,2,Marketing,2,Male,80,4,3,Manager,4,Single,12005,22127,0,Yes,15,3,4,1,12,2,3,12,2,7,12,10+yrs,0.5384615384615384,4001.6666666666665,0.12666666666666668,Low
40,0,Travel_Frequently,893,Human Resources,22,2,Medical,3,Male,35,3,3,Sales Representative,3,Married,2982,24079,8,Yes,14,4,4,2,13,2,4,11,11,2,11,10+yrs,0.16666666666666666,994.0,0.11,Low
46,0,Travel_Rarely,277,Research & Development,3,1,Other,4,Male,55,1,1,Research Director,3,Divorced,8761,7693,7,No,12,4,2,0,1,4,2,1,1,0,1,0-2yrs,0.0,8761.0,0.03666666666666667,Low
33,1,Travel_Rarely,590,Human Resources,8,2,Medical,1,Female,90,4,4,Sales Executive,4,Divorced,13189,12744,1,Yes,22,3,3,1,11,2,2,11,9,6,6,10+yrs,0.5,3297.25,0.8966666666666666,High
41,0,Travel_Rarely,1245,Sales,18,4,Life Sciences,2,Male,41,1,2,Manager,3,Divorced,16407,20424,2,No,24,3,1,1,8,4,3,8,8,2,8,6-10yrs,0.2222222222222222,8203.5,0.06666666666666667,Low
31,0,Travel_Frequently,705,Sales,14,1,Technical Degree,4,Male,82,3,2,Research Scientist,1,Single,18831,3146,4,No,14,3,1,2,23,3,3,20,9,17,10,10+yrs,0.8095238095238095,9415.5,0.04666666666666667,Low
36,0,Travel_Rarely,1063,Research & Development,15,4,Technical Degree,1,Female,52,2,1,Manufacturing Director,3,Single,7466,19784,8,Yes,15,3,4,0,24,5,1,21,13,21,13,10+yrs,0.9545454545454546,7466.0,0.11333333333333333,Low
23,0,Travel_Rarely,1147,Human Resources,20,3,Technical Degree,1,Male,63,1,1,Sales Executive,3,Single,8442,5359,7,No,21,4,4,2,20,1,3,18,1,15,3,10+yrs,0.7894736842105263,8442.0,0.1,Low
32,0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Female,91,4,1,Sales Executive,1,Divorced,17623,2835,7,No,24,3,4,3,0,4,1,0,0,0,0,0-2yrs,0.0,17623.0,0.08,Low
23,0,Travel_Rarely,1404,Research & Development,21,4,Marketing,1,Male,77,3,1,Sales Representative,3,Single,14172,4826,7,Yes,15,4,2,2,22,4,3,21,10,20,8,10+yrs,0.9090909090909091,14172.0,0.1,Low
27,0,Travel_Frequently,569,Sales,26,1,Other,4,Male,49,4,1,Sales Representative,2,Married,6200,24026,5,No,20,3,3,2,10,4,4,9,9,7,3,6-10yrs,0.7,6200.0,0.04,Low
35,0,Travel_Rarely,1210,Research & Development,23,4,Life Sciences,4,Female,30,3,2,Human Resources,1,Divorced,14017,19022,2,No,11,3,1,0,14,2,3,10,8,10,6,6-10yrs,0.9090909090909091,7008.5,0.07,Low
39,0,Travel_Rarely,753,Research & Development,9,2,Human Resources,1,Female,46,4,4,Sales Representative,2,Married,3992,21733,5,No,18,3,3,3,26,1,4,23,14,16,13,10+yrs,0.6666666666666666,998.0,0.11,Low
57,1,Travel_Rarely,907,Sales,11,2,Life Sciences,1,Female,59,4,4,Manager,2,Divorced,9531,19252,4,Yes,24,3,2,1,21,3,2,21,6,13,0,10+yrs,0.5909090909090909,2382.75,0.82,High
19,0,Travel_Rarely,604,Research & Development,28,2,Medical,4,Male,39,4,1,Research Scientist,2,Married,6823,21901,8,No,17,3,4,0,1,5,4,1,1,0,1,0-2yrs,0.0,6823.0,0.05,Low
55,1,Travel_Rarely,1294,Research & Development,23,3,Other,3,Female,91,3,2,Sales Representative,2,Married,19860,14413,4,Yes,19,3,2,2,9,1,4,8,7,5,8,6-10yrs,0.5555555555555556,9930.0,0.23333333333333334,Low
31,0,Travel_Rarely,264,Research & Development,28,2,Medical,4,Male,33,1,4,Laboratory Technician,3,Divorced,1663,22229,6,No,20,3,3,1,19,3,4,18,13,13,13,10+yrs,0.6842105263157895,415.75,0.07,Low
48,0,Travel_Frequently,1354,Sales,27,4,Technical Degree,4,Female,67,2,3,Sales Executive,2,Married,17278,3414,1,No,19,4,3,1,15,1,3,13,9,4,4,10+yrs,0.2857142857142857,5759.333333333333,0.2,Low
46,0,Travel_Frequently,390,Sales,13,1,Marketing,2,Female,98,3,4,Sales Representative,2,Single,6343,16563,6,No,20,3,4,3,10,4,3,6,6,1,5,6-10yrs,0.14285714285714285,1585.75,0.07,Low
58,0,Non-Travel,1336,Human Resources,4,3,Technical Degree,2,Male,53,1,2,Manager,4,Married,1688,20876,4,No,23,3,1,2,13,2,3,13,3,11,1,10+yrs,0.7857142857142857,844.0,0.09333333333333334,Low
22,0,Non-Travel,134,Research & Development,7,3,Marketing,3,Male,67,1,1,Research Scientist,1,Divorced,13542,26834,3,No,11,3,2,1,23,5,4,21,4,18,5,10+yrs,0.8181818181818182,13542.0,0.06333333333333334,Low
58,0,Travel_Rarely,119,Research & Development,9,3,Marketing,3,Female,35,2,1,Healthcare Representative,2,Divorced,13882,10976,6,No,23,3,2,3,7,0,4,5,1,0,5,3-5yrs,0.0,13882.0,0.07666666666666666,Low
20,0,Travel_Rarely,230,Research & Development,25,3,Human Resources,2,Female,81,4,3,Sales Representative,1,Single,3703,6478,4,No,23,3,1,1,21,0,2,18,2,14,11,10+yrs,0.7368421052631579,1234.3333333333333,0.11333333333333333,Low
54,0,Travel_Rarely,867,Research & Development,9,3,Technical Degree,2,Female,98,2,1,Healthcare Representative,4,Single,1728,20005,0,No,23,3,4,3,20,5,1,18,7,10,6,10+yrs,0.5263157894736842,1728.0,0.10333333333333333,Low
45,1,Travel_Frequently,472,Sales,11,4,Technical Degree,2,Male,84,4,2,Sales Representative,1,Married,3115,3808,3,No,16,3,4,3,24,2,1,22,0,14,9,10+yrs,0.6086956521739131,1557.5,0.20666666666666667,Low
38,0,Travel_Rarely,937,Research & Development,25,1,Human Resources,3,Male,40,4,2,Healthcare Representative,4,Divorced,8768,21415,8,Yes,19,3,1,1,8,0,1,7,7,7,7,6-10yrs,0.875,4384.0,0.11666666666666667,Low
34,1,Travel_Rarely,1247,Research & Development,5,2,Marketing,2,Female,54,2,4,Manufacturing Director,1,Married,3515,19604,8,Yes,15,3,3,3,9,5,1,5,0,0,5,3-5yrs,0.0,878.75,0.7866666666666666,High
21,0,Travel_Rarely,138,Sales,20,3,Human Resources,2,Female,80,1,4,Laboratory Technician,2,Married,14357,19276,5,No,22,3,4,2,14,2,1,13,2,10,4,10+yrs,0.7142857142857143,3589.25,0.11,Low
51,0,Travel_Rarely,837,Sales,16,2,Human Resources,1,Male,85,4,2,Laboratory Technician,3,Divorced,2473,9348,5,Yes,16,3,2,3,13,5,1,13,10,8,13,10+yrs,0.5714285714285714,1236.5,0.12,Low
48,0,Travel_Frequently,1134,Research & Development,29,4,Other,4,Male,58,4,3,Research Director,4,Married,15989,5005,2,Yes,15,3,3,1,10,2,4,10,0,8,10,6-10yrs,0.7272727272727273,5329.666666666667,0.06,Low
57,0,Travel_Frequently,694,Research & Development,15,3,Marketing,3,Male,97,3,2,Manufacturing Director,1,Divorced,17618,17205,7,No,20,3,3,1,19,4,1,19,5,16,7,10+yrs,0.8,8809.0,0.3466666666666667,Medium
48,0,Travel_Rarely,1395,Research & Development,16,3,Technical Degree,4,Male,44,4,4,Sales Representative,1,Married,14620,11069,5,No,11,3,1,1,20,3,3,19,2,16,0,10+yrs,0.8,3655.0,0.05,Low
58,0,Non-Travel,1027,Sales,25,1,Life Sciences,4,Male,81,1,2,Manufacturing Director,4,Divorced,18938,11792,0,No,16,3,4,2,10,2,2,6,0,6,0,6-10yrs,0.8571428571428571,9469.0,0.08333333333333333,Low
55,0,Travel_Rarely,148,Human Resources,29,2,Life Sciences,3,Female,64,2,3,Healthcare Representative,2,Single,18845,6693,8,No,13,3,4,2,19,2,1,19,3,12,1,10+yrs,0.6,6281.666666666667,0.42333333333333334,Medium
35,0,Travel_Rarely,858,Sales,22,3,Life Sciences,2,Female,79,3,4,Manager,1,Divorced,1884,10338,7,No,16,3,2,1,5,1,3,5,1,4,5,3-5yrs,0.6666666666666666,471.0,0.06,Low
47,1,Travel_Rarely,637,Sales,21,2,Technical Degree,3,Female,71,1,1,Healthcare Representative,3,Divorced,7497,22798,0,Yes,17,4,2,1,12,4,4,10,1,7,2,6-10yrs,0.6363636363636364,7497.0,0.7566666666666667,High
29,0,Travel_Frequently,284,Human Resources,26,4,Medical,3,Female,60,4,1,Sales Representative,1,Single,15441,24331,3,No,11,3,4,1,2,3,4,0,0,0,0,0-2yrs,0.0,15441.0,0.06666666666666667,Low
51,0,Travel_Rarely,1430,Research & Development,29,1,Medical,4,Male,87,3,2,Human Resources,4,Single,7453,10724,6,No,23,3,4,2,10,0,4,8,1,7,8,6-10yrs,0.7777777777777778,3726.5,0.05,Low
43,0,Travel_Rarely,411,Human Resources,22,1,Technical Degree,1,Female,88,2,4,Research Director,4,Divorced,15005,5551,6,Yes,16,3,1,0,23,2,3,23,14,20,7,10+yrs,0.8333333333333334,3751.25,0.25666666666666665,Low
36,0,Non-Travel,216,Research & Development,9,2,Marketing,1,Female,87,1,3,Human Resources,4,Single,15711,2847,1,No,16,3,2,2,12,2,3,11,7,2,7,10+yrs,0.16666666666666666,5237.0,0.07333333333333333,Low
44,0,Travel_Rarely,411,Research & Development,19,2,Life Sciences,1,Male,36,1,1,Sales Executive,2,Married,19941,6724,0,No,13,3,3,3,18,5,1,17,6,8,2,10+yrs,0.4444444444444444,19941.0,0.08666666666666667,Low
29,0,Travel_Rarely,1252,Sales,7,4,Technical Degree,1,Male,59,3,2,Sales Representative,1,Single,7267,2243,8,No,24,3,1,1,5,2,4,2,2,0,2,0-2yrs,0.0,3633.5,0.06666666666666667,Low
44,0,Travel_Frequently,939,Research & Development,15,4,Technical Degree,3,Male,82,4,3,Sales Representative,2,Married,7609,18696,8,Yes,22,3,4,1,18,3,3,15,11,10,3,10+yrs,0.625,2536.3333333333335,0.36,Medium
37,1,Non-Travel,1247,Human Resources,13,2,Life Sciences,1,Male,90,1,4,Manufacturing Director,2,Divorced,1461,18067,6,Yes,17,3,1,0,13,0,2,9,6,0,9,6-10yrs,0.0,365.25,0.81,High
31,1,Travel_Frequently,746,Research & Development,29,3,Medical,1,Male,55,2,2,Laboratory Technician,4,Married,6424,21565,5,No,15,3,4,2,20,2,2,18,14,16,14,10+yrs,0.8421052631578947,3212.0,0.84,High
58,0,Non-Travel,263,Research & Development,17,2,Medical,2,Female,81,3,1,Sales Executive,3,Single,6330,10312,6,Yes,17,3,1,1,25,1,3,23,7,14,13,10+yrs,0.5833333333333334,6330.0,0.10333333333333333,Low
20,1,Travel_Rarely,642,Research & Development,28,3,Human Resources,4,Female,69,2,1,Research Director,4,Married,9608,22805,4,Yes,24,3,4,3,15,2,1,13,10,12,1,10+yrs,0.8571428571428571,9608.0,0.8766666666666667,High
49,0,Travel_Frequently,379,Sales,24,3,Medical,2,Female,45,3,1,Research Director,4,Single,9002,6241,6,No,14,3,1,3,3,5,4,2,2,0,2,0-2yrs,0.0,9002.0,0.023333333333333334,Low
26,0,Non-Travel,879,Research & Development,25,3,Life Sciences,2,Male,92,3,1,Sales Executive,3,Married,17274,7778,2,No,20,4,3,3,11,5,2,11,10,8,11,10+yrs,0.6666666666666666,17274.0,0.31333333333333335,Low
27,0,Travel_Rarely,477,Research & Development,5,4,Medical,2,Female,61,4,2,Manager,1,Single,15702,24899,0,No,23,3,2,0,5,1,1,3,3,3,0,3-5yrs,0.75,7851.0,0.06333333333333334,Low
24,0,Travel_Rarely,1458,Sales,23,3,Marketing,4,Male,72,3,2,Healthcare Representative,1,Married,14843,24052,2,No,21,4,2,0,12,3,2,11,9,3,9,10+yrs,0.25,7421.5,0.09333333333333334,Low
22,0,Non-Travel,628,Research & Development,8,2,Human Resources,2,Male,50,3,2,Research Scientist,1,Single,1099,16969,2,Yes,23,3,1,1,2,5,4,1,1,0,1,0-2yrs,0.0,549.5,0.29333333333333333,Low
23,1,Travel_Rarely,539,Human Resources,17,1,Life Sciences,2,Female,31,2,4,Healthcare Representative,3,Single,9960,17238,2,Yes,24,4,3,2,19,1,2,16,14,13,2,10+yrs,0.7647058823529411,2490.0,0.7666666666666667,High
52,0,Travel_Rarely,1478,Research & Development,15,3,Other,4,Female,61,1,2,Research Director,1,Single,14862,19516,4,No,11,4,3,0,7,2,3,7,7,0,7,6-10yrs,0.0,7431.0,0.02,Low
56,0,Non-Travel,828,Research & Development,8,4,Medical,2,Female,80,1,3,Laboratory Technician,4,Divorced,5646,22580,1,No,14,3,2,1,5,3,4,5,4,0,5,3-5yrs,0.0,1882.0,0.02,Low
42,0,Non-Travel,338,Research & Development,29,3,Marketing,2,Male,52,1,3,Sales Representative,1,Divorced,9072,7782,3,No,13,3,2,0,1,0,1,0,0,0,0,0-2yrs,0.0,3024.0,0.12,Low
18,0,Non-Travel,772,Sales,26,4,Life Sciences,4,Male,95,4,1,Human Resources,4,Divorced,14813,3713,4,No,18,3,3,1,24,2,4,22,11,14,3,10+yrs,0.6086956521739131,14813.0,0.08666666666666667,Low
54,0,Non-Travel,456,Sales,17,2,Medical,2,Male,82,1,4,Healthcare Representative,3,Divorced,16096,6625,1,No,16,3,3,1,24,0,2,20,7,15,6,10+yrs,0.7142857142857143,4024.0,0.22666666666666666,Low
43,1,Travel_Rarely,1103,Sales,1,1,Marketing,3,Male,74,2,2,Sales Executive,1,Married,17236,10922,4,Yes,11,3,3,0,22,1,3,20,6,19,7,10+yrs,0.9047619047619048,8618.0,0.8933333333333333,High
39,0,Non-Travel,903,Sales,6,3,Technical Degree,3,Male,86,3,4,Laboratory Technician,1,Single,9166,7891,6,No,18,3,1,1,2,0,1,1,1,0,1,0-2yrs,0.0,2291.5,0.05333333333333334,Low
57,0,Travel_Rarely,1122,Sales,7,1,Human Resources,1,Male,90,3,1,Research Scientist,2,Divorced,8599,15121,3,No,12,3,3,2,9,4,1,8,2,2,8,6-10yrs,0.2222222222222222,8599.0,0.04666666666666667,Low
35,0,Travel_Frequently,1416,Research & Development,29,1,Technical Degree,1,Male,80,1,4,Manufacturing Director,2,Divorced,8271,5453,0,No,16,3,2,3,25,5,4,24,0,15,10,10+yrs,0.6,2067.75,0.11666666666666667,Low
33,0,Travel_Rarely,1120,Sales,12,3,Life Sciences,4,Female,87,4,3,Manager,2,Married,13703,16423,6,No,16,4,2,3,15,1,4,14,11,5,11,10+yrs,0.3333333333333333,4567.666666666667,0.1,Low
50,1,Non-Travel,576,Human Resources,2,2,Marketing,2,Male,79,2,1,Research Scientist,3,Single,8971,19761,5,No,23,4,2,1,6,0,4,3,3,2,3,3-5yrs,0.5,8971.0,0.7666666666666667,High
